Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,12,3/13/16,3/19/16,"7,174",196
B02765,1,GRUN LLC,UBER-GRUN LLC,2017,12,3/19/17,3/25/17,"45,932","1,073"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,26,6/19/16,6/25/16,"12,397",309
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,18,4/24/16,4/30/16,"284,654","7,277"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,52,12/18/16,12/24/16,"49,086","1,227"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,2,1/3/16,1/9/16,"1,024",34
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2015,43,10/18/15,10/24/15,"2,000",41
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,9,2/22/15,2/28/15,"12,200",392
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,7,2/7/16,2/13/16,"25,910",534
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,3,1/10/16,1/16/16,"11,683",318
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,49,11/27/16,12/3/16,"54,359","1,270"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,8,2/14/16,2/20/16,"72,803","1,594"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,29,7/10/16,7/16/16,"61,845","1,395"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,16,4/10/16,4/16/16,"80,561","1,669"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,51,12/13/15,12/19/15,"68,882","1,504"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,45,10/30/16,11/5/16,"54,580","1,384"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,13,3/26/17,4/1/17,"199,418","4,312"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,24,6/5/16,6/11/16,"121,388","2,468"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,37,9/6/15,9/12/15,"15,715",737
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,50,12/4/16,12/10/16,"23,499",455
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,7,2/7/16,2/13/16,"5,838",108
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,43,10/16/16,10/22/16,"7,066",150
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,49,11/27/16,12/3/16,"327,458","8,474"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,2,1/3/16,1/9/16,"9,807",290
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,3,1/11/15,1/17/15,"82,150","1,837"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,13,3/20/16,3/26/16,"16,517",345
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,25,6/12/16,6/18/16,"1,711",38
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,4,1/17/16,1/23/16,"3,094",76
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,43,10/16/16,10/22/16,"61,467","2,546"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,44,10/23/16,10/29/16,"5,072",110
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,2,1/4/15,1/10/15,"9,367",355
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2015,38,9/13/15,9/19/15,53,1
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,42,10/11/15,10/17/15,"61,229","1,459"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,13,3/26/17,4/1/17,"43,133",966
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,27,6/28/15,7/4/15,"10,059",745
B02395,3,ABATAR INC,UBER-ABATAR LLC,2017,4,1/22/17,1/28/17,"51,712","2,044"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,51,12/13/15,12/19/15,"91,146","1,864"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,11,3/8/15,3/14/15,"48,024","1,162"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,16,4/16/17,4/22/17,"42,301",880
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,22,5/22/16,5/28/16,"8,239",220
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,23,5/31/15,6/6/15,"61,462","1,570"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,13,3/20/16,3/26/16,"49,112","1,131"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,11,3/12/17,3/18/17,"199,394","4,303"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,37,9/6/15,9/12/15,"51,129","1,251"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,3,1/15/17,1/21/17,"18,951",432
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,51,12/13/15,12/19/15,"306,865","6,362"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,42,10/9/16,10/15/16,"21,577",509
B02395,3,ABATAR INC,UBER-ABATAR LLC,2015,45,11/1/15,11/7/15,29,5
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,28,7/3/16,7/9/16,"16,678",400
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2017,11,3/12/17,3/18/17,"103,948","2,140"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,32,7/31/16,8/6/16,"18,120",395
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,10,2/28/16,3/5/16,"2,937",61
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2015,47,11/15/15,11/21/15,68,1
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,45,10/30/16,11/5/16,"26,531",610
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,13,3/20/16,3/26/16,"9,670",233
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,52,12/20/15,12/26/15,"1,780",52
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,44,10/23/16,10/29/16,"139,649","3,073"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,48,11/20/16,11/26/16,"8,366",177
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2017,5,1/29/17,2/4/17,"27,765",560
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2015,53,12/27/15,12/31/15,"3,566",209
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2015,53,12/27/15,12/31/15,798,30
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2017,3,1/15/17,1/21/17,"127,358","2,924"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,46,11/8/15,11/14/15,"281,636","7,645"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2017,6,2/5/17,2/11/17,"73,083","1,520"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,16,4/10/16,4/16/16,"2,549",41
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,4,1/17/16,1/23/16,"55,382","1,477"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,22,5/22/16,5/28/16,"9,666",238
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,25,6/12/16,6/18/16,"12,038",296
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,8,2/14/16,2/20/16,"293,294","6,057"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2015,52,12/20/15,12/26/15,"5,735",216
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,10,2/28/16,3/5/16,"23,277",531
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,5,1/25/15,1/31/15,"9,713",371
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,15,4/3/16,4/9/16,"2,433",43
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2017,11,3/12/17,3/18/17,"68,121","1,413"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,25,6/14/15,6/20/15,469,7
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2017,2,1/8/17,1/14/17,"57,665","1,255"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2017,9,2/26/17,3/4/17,"33,003",646
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,1,1/1/16,1/2/16,912,62
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,13,3/20/16,3/26/16,"11,590",284
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,30,7/19/15,7/25/15,"69,286","1,631"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,52,12/20/15,12/26/15,"203,678","6,172"
B02512,1,UNTER LLC,UBER-UNTER LLC,2017,12,3/19/17,3/25/17,"9,260",365
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,33,8/9/15,8/15/15,"7,818",181
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,51,12/11/16,12/17/16,"30,744",577
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2015,52,12/20/15,12/26/15,340,7
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2017,14,4/2/17,4/8/17,"63,192","1,412"
B02512,1,UNTER LLC,UBER-UNTER LLC,2017,10,3/5/17,3/11/17,"10,120",394
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,3,1/10/16,1/16/16,"35,389",920
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,17,4/17/16,4/23/16,"2,276",42
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,43,10/18/15,10/24/15,323,7
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,11,3/6/16,3/12/16,"2,052",43
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,36,8/30/15,9/5/15,"41,444","1,189"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,23,5/29/16,6/4/16,"70,806","1,623"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,5,1/29/17,2/4/17,"139,321","3,279"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,4,1/18/15,1/24/15,"79,608","1,871"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,36,8/30/15,9/5/15,"61,294","1,624"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,23,5/29/16,6/4/16,"10,529",262
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,53,12/25/16,12/31/16,"18,285",450
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,41,10/4/15,10/10/15,"14,318",733
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,44,10/23/16,10/29/16,"22,966",489
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,11,3/8/15,3/14/15,"211,857","5,351"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,34,8/14/16,8/20/16,"127,140","2,968"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,37,9/4/16,9/10/16,"1,916",46
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,17,4/23/17,4/29/17,"196,647","4,268"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,30,7/19/15,7/25/15,"59,740","1,296"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,8,2/14/16,2/20/16,"87,901","1,769"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,35,8/21/16,8/27/16,"10,408",268
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,9,2/21/16,2/27/16,835,21
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,49,11/27/16,12/3/16,"159,947","3,423"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,21,5/15/16,5/21/16,"12,583",274
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,52,12/18/16,12/24/16,"201,684","4,667"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,42,10/11/15,10/17/15,"68,200","1,679"
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,10,3/5/17,3/11/17,"52,149","1,206"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,33,8/7/16,8/13/16,"8,703",168
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,8,2/15/15,2/21/15,"13,514",393
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,13,3/20/16,3/26/16,"6,139",129
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,42,10/11/15,10/17/15,70,1
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2017,2,1/8/17,1/14/17,"27,753",508
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,47,11/15/15,11/21/15,"75,191","1,717"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,6,1/31/16,2/6/16,"3,153",63
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,11,3/6/16,3/12/16,"14,844",715
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,40,9/25/16,10/1/16,"18,675",420
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,15,4/3/16,4/9/16,"1,200",31
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,45,10/30/16,11/5/16,"21,882",421
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,17,4/17/16,4/23/16,"77,249","1,662"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,21,5/17/15,5/23/15,"10,195",395
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,13,3/22/15,3/28/15,"105,469","2,398"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,6,1/31/16,2/6/16,"303,261","8,146"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,3,1/11/15,1/17/15,"68,056","1,587"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,5,1/29/17,2/4/17,"66,634","1,627"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,31,7/26/15,8/1/15,"47,526","1,216"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,20,5/8/16,5/14/16,"75,836","1,856"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,16,4/16/17,4/22/17,"22,269",528
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,47,11/13/16,11/19/16,"5,712",119
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,52,12/18/16,12/24/16,"104,236","2,305"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,3,1/10/16,1/16/16,"3,326",68
B02395,3,ABATAR INC,UBER-ABATAR LLC,2015,38,9/13/15,9/19/15,5,1
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,16,4/16/17,4/22/17,"41,641",839
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,47,11/13/16,11/19/16,"163,614","3,466"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,37,9/4/16,9/10/16,"58,629","1,396"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,46,11/8/15,11/14/15,"1,046",30
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,2,1/3/16,1/9/16,"2,075",47
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,20,5/8/16,5/14/16,"125,800","2,858"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2017,15,4/9/17,4/15/17,"29,897",575
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,50,12/4/16,12/10/16,"29,850",583
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,17,4/17/16,4/23/16,"1,126",23
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,40,9/25/16,10/1/16,"12,568",297
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,37,9/6/15,9/12/15,56,2
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,26,6/21/15,6/27/15,"248,920","5,469"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,28,7/5/15,7/11/15,"32,057",857
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2017,2,1/8/17,1/14/17,"43,077",866
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,42,10/11/15,10/17/15,"259,065","7,249"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,29,7/12/15,7/18/15,"45,386","1,095"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,52,12/18/16,12/24/16,"31,672",701
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,38,9/11/16,9/17/16,"3,701",67
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,16,4/16/17,4/22/17,"67,211","1,585"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,10,2/28/16,3/5/16,"67,196","1,575"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,30,7/19/15,7/25/15,"46,474","1,174"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,7,2/7/16,2/13/16,"17,908",357
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,28,7/5/15,7/11/15,"52,544","1,278"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,46,11/6/16,11/12/16,"13,343",311
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,8,2/19/17,2/25/17,"46,503","1,223"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,24,6/5/16,6/11/16,"14,605",330
B02395,3,ABATAR INC,UBER-ABATAR LLC,2015,52,12/20/15,12/26/15,7,2
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,45,11/1/15,11/7/15,304,10
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,49,11/27/16,12/3/16,"57,499","1,320"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,8,2/15/15,2/21/15,"73,321","1,465"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2015,36,8/30/15,9/5/15,22,1
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,28,7/3/16,7/9/16,"105,337","2,383"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,24,6/5/16,6/11/16,"75,868","1,853"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,12,3/19/17,3/25/17,"22,546",532
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,7,2/7/16,2/13/16,784,19
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,11,3/12/17,3/18/17,"35,494",704
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,25,6/14/15,6/20/15,"6,123",168
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,12,3/13/16,3/19/16,"5,301",128
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,17,4/17/16,4/23/16,"2,121",50
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,10,3/5/17,3/11/17,"38,044",717
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,6,2/5/17,2/11/17,"33,826",690
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,43,10/16/16,10/22/16,"55,125","1,311"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,50,12/6/15,12/12/15,"75,527","1,736"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,25,6/12/16,6/18/16,"14,068",332
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,11,3/8/15,3/14/15,"11,448",398
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,43,10/18/15,10/24/15,"71,454","1,683"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,2,1/3/16,1/9/16,"2,570",63
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,29,7/10/16,7/16/16,"19,253",405
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,9,2/26/17,3/4/17,"34,680",658
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,21,5/15/16,5/21/16,"2,910",60
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,53,12/25/16,12/31/16,"52,477","2,119"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,2,1/3/16,1/9/16,"26,350",755
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,53,12/25/16,12/31/16,"24,668",485
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,8,2/14/16,2/20/16,"8,111",207
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,39,9/20/15,9/26/15,"12,982",689
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,32,8/2/15,8/8/15,"13,994",725
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,15,4/9/17,4/15/17,"43,566","1,053"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,10,2/28/16,3/5/16,"2,306",64
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,23,5/29/16,6/4/16,"20,878",487
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,49,11/27/16,12/3/16,"110,848","2,313"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,22,5/22/16,5/28/16,"1,127",23
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,12,3/15/15,3/21/15,"10,564",384
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,50,12/4/16,12/10/16,"155,138","3,088"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,4,1/22/17,1/28/17,"28,376",506
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2017,8,2/19/17,2/25/17,"114,228","2,837"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,9,2/21/16,2/27/16,"85,563","1,727"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,45,10/30/16,11/5/16,"59,556","1,395"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,41,10/2/16,10/8/16,"25,353",609
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,36,8/30/15,9/5/15,"116,181","2,768"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,28,7/3/16,7/9/16,"5,598",118
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,36,8/28/16,9/3/16,"9,216",178
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,43,10/16/16,10/22/16,"3,854",84
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,3,1/11/15,1/17/15,"58,851","1,379"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,34,8/14/16,8/20/16,"19,129",451
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,21,5/17/15,5/23/15,"56,011","1,462"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2017,8,2/19/17,2/25/17,"18,845",428
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,21,5/15/16,5/21/16,"313,699","7,336"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,14,4/2/17,4/8/17,"44,312","1,017"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,46,11/6/16,11/12/16,"55,436","1,309"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,50,12/4/16,12/10/16,"60,229","1,261"
B02765,1,GRUN LLC,UBER-GRUN LLC,2017,8,2/19/17,2/25/17,"43,798","1,125"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2017,13,3/26/17,4/1/17,"21,154",444
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,46,11/8/15,11/14/15,"135,254","2,919"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,5,1/29/17,2/4/17,"23,983",566
B02512,1,UNTER LLC,UBER-UNTER LLC,2017,14,4/2/17,4/8/17,"8,175",352
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,2,1/3/16,1/9/16,"3,067",70
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,12,3/15/15,3/21/15,"97,600","2,254"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,5,1/29/17,2/4/17,"193,034","4,550"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,28,7/5/15,7/11/15,"248,352","6,061"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,37,9/4/16,9/10/16,"77,339","1,780"
B02765,1,GRUN LLC,UBER-GRUN LLC,2017,13,3/26/17,4/1/17,"47,380","1,087"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,9,2/22/15,2/28/15,"88,981","1,940"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,25,6/12/16,6/18/16,"130,437","3,026"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2015,47,11/15/15,11/21/15,"1,996",49
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2017,2,1/8/17,1/14/17,"21,264",439
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,40,9/25/16,10/1/16,"3,455",73
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,52,12/20/15,12/26/15,"51,728","1,677"
